FID,sample_id,sample_date,indicator,value,unit,site,state,latitude,longitude,licence,authority,treatment,population,scale,description,location_type,GEOM
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a51,233734,2020-02-29,Total Phosphorus,7.3,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a50,233727,2020-01-31,Total Nitrogen,12,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a4f,233729,2020-03-31,Total Nitrogen,20,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a4e,233731,2020-05-31,Total Nitrogen,13,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a4d,233733,2020-01-31,Total Phosphorus,5.3,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a4c,233735,2020-03-31,Total Phosphorus,6.2,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a4b,233736,2020-04-30,Total Phosphorus,6.4,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a4a,233738,2020-06-30,Total Phosphorus,6.4,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a49,233878,2020-07-31,Oil and grease,5,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a48,233880,2020-07-31,Total Suspended Solids,5,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a47,233882,2020-10-31,Total Nitrogen,6.7,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a46,233737,2020-05-31,Total Phosphorus,5.7,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a45,233877,2020-07-31,E-coli,4600,MPN/100mL,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a44,233879,2020-07-31,pH,8,pH,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a43,233881,2020-07-31,Total Nitrogen,5.5,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a42,233883,2020-07-31,Total Phosphorus,1.4,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a41,233885,2020-07-31,E-coli,1900,MPN/100mL,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a40,233887,2020-08-31,Oil and grease,5,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a3f,233889,2020-10-31,Oil and grease,5,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a3e,233891,2020-12-31,Oil and grease,30,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a3d,233884,2020-10-31,Total Phosphorus,1.1,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a3c,233886,2020-07-31,Oil and grease,5,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a3b,233888,2020-09-30,Oil and grease,5,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a3a,233890,2020-11-30,Oil and grease,5,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a39,233892,2020-07-31,pH,7.54,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
